datetime_beginning_utc,datetime_beginning_ept,pnode_id,pnode_name,voltage,equipment,type,zone,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,row_is_current,version_nbr
1/7/2019 2:00:00 AM,1/6/2019 9:00:00 PM,1,PJM-RTO,,,ZONE,,20.370000,20.374023,-0.002069,0.010258,True,1
1/7/2019 3:00:00 AM,1/6/2019 10:00:00 PM,1,PJM-RTO,,,ZONE,,19.650000,19.665807,0.000634,0.011006,True,1
1/7/2019 4:00:00 AM,1/6/2019 11:00:00 PM,1,PJM-RTO,,,ZONE,,18.950000,18.957100,0.000680,0.009754,True,1
1/7/2019 5:00:00 AM,1/7/2019 12:00:00 AM,1,PJM-RTO,,,ZONE,,17.810000,17.838939,0.017039,0.010234,True,1
1/7/2019 6:00:00 AM,1/7/2019 1:00:00 AM,1,PJM-RTO,,,ZONE,,18.520000,18.536789,0.010419,0.009704,True,1
1/7/2019 7:00:00 AM,1/7/2019 2:00:00 AM,1,PJM-RTO,,,ZONE,,17.480000,17.524744,0.029937,0.010640,True,1
1/7/2019 8:00:00 AM,1/7/2019 3:00:00 AM,1,PJM-RTO,,,ZONE,,17.570000,17.619843,0.037295,0.010881,True,1
1/7/2019 9:00:00 AM,1/7/2019 4:00:00 AM,1,PJM-RTO,,,ZONE,,18.030000,18.063285,0.027020,0.009598,True,1
1/7/2019 10:00:00 AM,1/7/2019 5:00:00 AM,1,PJM-RTO,,,ZONE,,20.330000,20.382591,0.041070,0.010688,True,1
1/7/2019 11:00:00 AM,1/7/2019 6:00:00 AM,1,PJM-RTO,,,ZONE,,34.660000,34.814396,0.134167,0.021895,True,1
1/7/2019 12:00:00 PM,1/7/2019 7:00:00 AM,1,PJM-RTO,,,ZONE,,23.710000,23.744957,0.020386,0.012071,True,1
1/7/2019 1:00:00 PM,1/7/2019 8:00:00 AM,1,PJM-RTO,,,ZONE,,24.840000,24.862656,0.008284,0.011039,True,1
1/7/2019 2:00:00 PM,1/7/2019 9:00:00 AM,1,PJM-RTO,,,ZONE,,23.500000,23.525777,0.011758,0.011520,True,1
1/7/2019 3:00:00 PM,1/7/2019 10:00:00 AM,1,PJM-RTO,,,ZONE,,23.120000,23.151608,0.023788,0.011987,True,1
1/7/2019 4:00:00 PM,1/7/2019 11:00:00 AM,1,PJM-RTO,,,ZONE,,23.450000,23.513750,0.049374,0.013543,True,1
1/7/2019 5:00:00 PM,1/7/2019 12:00:00 PM,1,PJM-RTO,,,ZONE,,21.770000,21.826365,0.044173,0.008858,True,1
1/7/2019 6:00:00 PM,1/7/2019 1:00:00 PM,1,PJM-RTO,,,ZONE,,22.830000,22.888386,0.046383,0.010337,True,1
1/7/2019 7:00:00 PM,1/7/2019 2:00:00 PM,1,PJM-RTO,,,ZONE,,22.590000,22.609493,0.009133,0.012026,True,1
1/7/2019 8:00:00 PM,1/7/2019 3:00:00 PM,1,PJM-RTO,,,ZONE,,23.040000,23.053734,0.006310,0.011590,True,1
1/7/2019 9:00:00 PM,1/7/2019 4:00:00 PM,1,PJM-RTO,,,ZONE,,22.860000,22.879692,0.008954,0.009905,True,1
1/7/2019 10:00:00 PM,1/7/2019 5:00:00 PM,1,PJM-RTO,,,ZONE,,53.440000,53.525021,0.056670,0.025018,True,1
1/7/2019 11:00:00 PM,1/7/2019 6:00:00 PM,1,PJM-RTO,,,ZONE,,25.250000,25.265937,-0.002057,0.013826,True,1
1/8/2019 12:00:00 AM,1/7/2019 7:00:00 PM,1,PJM-RTO,,,ZONE,,23.500000,23.517063,0.007411,0.012153,True,1
1/8/2019 1:00:00 AM,1/7/2019 8:00:00 PM,1,PJM-RTO,,,ZONE,,23.730000,23.750980,0.013178,0.011969,True,1
1/8/2019 2:00:00 AM,1/7/2019 9:00:00 PM,1,PJM-RTO,,,ZONE,,22.960000,22.981034,0.013174,0.011194,True,1
1/8/2019 3:00:00 AM,1/7/2019 10:00:00 PM,1,PJM-RTO,,,ZONE,,22.010000,22.030669,0.012295,0.009208,True,1
1/8/2019 4:00:00 AM,1/7/2019 11:00:00 PM,1,PJM-RTO,,,ZONE,,20.360000,20.378479,0.011546,0.005267,True,1
1/8/2019 5:00:00 AM,1/8/2019 12:00:00 AM,1,PJM-RTO,,,ZONE,,20.440000,20.449716,0.001963,0.010253,True,1
1/8/2019 6:00:00 AM,1/8/2019 1:00:00 AM,1,PJM-RTO,,,ZONE,,19.370000,19.380677,0.000000,0.009844,True,1
1/8/2019 7:00:00 AM,1/8/2019 2:00:00 AM,1,PJM-RTO,,,ZONE,,19.120000,19.123208,0.000000,0.007375,True,1
1/8/2019 8:00:00 AM,1/8/2019 3:00:00 AM,1,PJM-RTO,,,ZONE,,19.470000,19.475251,0.000000,0.008584,True,1
1/8/2019 9:00:00 AM,1/8/2019 4:00:00 AM,1,PJM-RTO,,,ZONE,,19.730000,19.741070,0.000000,0.010237,True,1
1/8/2019 10:00:00 AM,1/8/2019 5:00:00 AM,1,PJM-RTO,,,ZONE,,20.520000,20.538494,0.007748,0.013246,True,1
1/8/2019 11:00:00 AM,1/8/2019 6:00:00 AM,1,PJM-RTO,,,ZONE,,34.110000,34.192800,0.061006,0.020961,True,1
1/8/2019 12:00:00 PM,1/8/2019 7:00:00 AM,1,PJM-RTO,,,ZONE,,26.180000,26.186565,-0.007566,0.013298,True,1
1/8/2019 1:00:00 PM,1/8/2019 8:00:00 AM,1,PJM-RTO,,,ZONE,,22.220000,22.232258,0.001275,0.010150,True,1
1/8/2019 2:00:00 PM,1/8/2019 9:00:00 AM,1,PJM-RTO,,,ZONE,,21.180000,21.201908,0.015925,0.010150,True,1
1/8/2019 3:00:00 PM,1/8/2019 10:00:00 AM,1,PJM-RTO,,,ZONE,,23.050000,23.077553,0.011210,0.014676,True,1
1/8/2019 4:00:00 PM,1/8/2019 11:00:00 AM,1,PJM-RTO,,,ZONE,,21.320000,21.334185,0.006484,0.011034,True,1
1/8/2019 5:00:00 PM,1/8/2019 12:00:00 PM,1,PJM-RTO,,,ZONE,,20.000000,20.015398,0.004855,0.008877,True,1
